dataset,task_type,seed,outer_fold,pool_size,tau,tau_status,fixed_tau_regret,crossfit_tau_success,same_fold_tau_success,validation_near_equivalent_n,crossfit_near_equivalent_n,same_fold_near_equivalent_n,validation_crossfit_set_jaccard,selected_in_crossfit_set
bace,classification,97,3,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,11,10,8,0.9090909090909091,1
bace,classification,97,3,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,5,8,5,0.4444444444444444,1
bace,classification,97,3,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,14,19,7,0.7368421052631579,1
bace,classification,97,3,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,22,22,13,0.9130434782608695,1
bace,classification,113,1,4,0.005,retrospective working threshold with sensitivity grid,0.01413024135246355,0,1,1,1,2,1.0,1
bace,classification,113,1,4,0.01,retrospective working threshold with sensitivity grid,0.00913024135246355,0,1,1,1,3,1.0,1
bace,classification,113,1,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,3,1.0,1
bace,classification,113,1,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,3,4,2,0.75,1
bace,classification,113,1,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
bace,classification,113,1,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,5,5,4,1.0,1
bace,classification,113,1,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,6,5,0.42857142857142855,1
bace,classification,113,1,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,10,7,0.7,1
bace,classification,113,1,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,8,10,10,0.8,1
bace,classification,113,1,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,8,5,0.3333333333333333,1
bace,classification,113,1,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,8,19,11,0.42105263157894735,1
bace,classification,113,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,18,22,20,0.8181818181818182,1
bace,classification,113,2,4,0.005,retrospective working threshold with sensitivity grid,0.01958952458952468,0,1,2,1,3,0.5,1
bace,classification,113,2,4,0.01,retrospective working threshold with sensitivity grid,0.01458952458952468,0,1,3,1,3,0.3333333333333333,1
bace,classification,113,2,4,0.02,retrospective working threshold with sensitivity grid,0.00458952458952468,0,1,3,3,3,1.0,1
bace,classification,113,2,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,2,4,1,0.5,1
bace,classification,113,2,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,3,1.0,1
bace,classification,113,2,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,4,0.8,1
bace,classification,113,2,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,5,6,5,0.8333333333333334,1
bace,classification,113,2,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,10,8,0.7,1
bace,classification,113,2,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,10,10,11,1.0,1
bace,classification,113,2,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,7,8,5,0.875,1
bace,classification,113,2,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,12,19,14,0.631578947368421,1
bace,classification,113,2,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,22,22,22,1.0,1
bace,classification,113,3,4,0.005,retrospective working threshold with sensitivity grid,0.01609363295880129,0,1,2,1,1,0.5,1
bace,classification,113,3,4,0.01,retrospective working threshold with sensitivity grid,0.01109363295880129,0,1,2,1,2,0.5,1
bace,classification,113,3,4,0.02,retrospective working threshold with sensitivity grid,0.001093632958801289,0,1,3,3,3,1.0,1
bace,classification,113,3,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,3,4,4,0.75,1
bace,classification,113,3,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,4,4,0.75,1
bace,classification,113,3,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,4,0.8,1
bace,classification,113,3,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,6,4,0.6666666666666666,1
bace,classification,113,3,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,10,8,0.7,1
bace,classification,113,3,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,11,10,9,0.9090909090909091,1
bace,classification,113,3,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,10,8,4,0.38461538461538464,1
bace,classification,113,3,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,19,19,9,0.6521739130434783,1
bace,classification,113,3,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,27,22,13,0.8148148148148148,1
bace,classification,127,1,4,0.005,retrospective working threshold with sensitivity grid,0.0005956885678247746,0,1,1,1,1,1.0,1
bace,classification,127,1,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,1,1,2,1.0,1
bace,classification,127,1,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,2,3,3,0.6666666666666666,1
bace,classification,127,1,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,3,4,3,0.75,1
bace,classification,127,1,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
bace,classification,127,1,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,5,5,5,1.0,1
bace,classification,127,1,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,6,6,6,0.3333333333333333,0
bace,classification,127,1,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,9,10,9,0.9,1
bace,classification,127,1,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,11,10,11,0.9090909090909091,1
bace,classification,127,1,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,7,8,10,0.15384615384615385,0
bace,classification,127,1,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,19,19,17,0.9,1
bace,classification,127,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,24,22,26,0.9166666666666666,1
bace,classification,127,2,4,0.005,retrospective working threshold with sensitivity grid,0.023325465148569816,0,1,1,1,2,1.0,1
bace,classification,127,2,4,0.01,retrospective working threshold with sensitivity grid,0.018325465148569815,0,1,1,1,2,1.0,1
bace,classification,127,2,4,0.02,retrospective working threshold with sensitivity grid,0.008325465148569817,0,1,3,3,4,1.0,1
bace,classification,127,2,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,4,2,0.5,1
bace,classification,127,2,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,4,4,0.75,1
bace,classification,127,2,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,4,0.8,1
bace,classification,127,2,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,6,4,0.3333333333333333,1
bace,classification,127,2,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,5,10,7,0.5,1
bace,classification,127,2,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,7,10,10,0.7,1
bace,classification,127,2,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,8,4,0.25,1
bace,classification,127,2,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,9,19,7,0.4,1
bace,classification,127,2,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,20,22,17,0.8260869565217391,1
bace,classification,127,3,4,0.005,retrospective working threshold with sensitivity grid,0.026311749506003904,0,1,1,1,1,1.0,1
bace,classification,127,3,4,0.01,retrospective working threshold with sensitivity grid,0.021311749506003903,0,1,2,1,1,0.5,1
bace,classification,127,3,4,0.02,retrospective working threshold with sensitivity grid,0.011311749506003905,0,1,3,3,3,1.0,1
bace,classification,127,3,8,0.005,retrospective working threshold with sensitivity grid,0.006931904544763672,0,0,3,4,3,0.75,1
bace,classification,127,3,8,0.01,retrospective working threshold with sensitivity grid,0.0019319045447636716,0,1,4,4,4,1.0,1
bace,classification,127,3,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,5,5,4,1.0,1
bace,classification,127,3,16,0.005,retrospective working threshold with sensitivity grid,0.006931904544763672,0,0,4,6,2,0.42857142857142855,1
bace,classification,127,3,16,0.01,retrospective working threshold with sensitivity grid,0.0019319045447636716,0,0,7,10,4,0.7,1
bace,classification,127,3,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,11,10,10,0.9090909090909091,1
bace,classification,127,3,32,0.005,retrospective working threshold with sensitivity grid,0.000319957440340528,0,0,7,8,2,0.5,1
bace,classification,127,3,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,13,19,8,0.6842105263157895,1
bace,classification,127,3,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,22,22,18,0.9130434782608695,1
bace,classification,149,1,4,0.005,retrospective working threshold with sensitivity grid,0.024094433472313662,0,1,1,1,1,1.0,1
bace,classification,149,1,4,0.01,retrospective working threshold with sensitivity grid,0.01909443347231366,0,1,2,2,1,1.0,1
bace,classification,149,1,4,0.02,retrospective working threshold with sensitivity grid,0.009094433472313663,0,1,3,3,1,1.0,1
bace,classification,149,1,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,3,4,1,0.75,1
bace,classification,149,1,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,5,4,3,0.8,1
bace,classification,149,1,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,6,5,4,0.8333333333333334,1
bace,classification,149,1,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,6,6,1,1.0,1
bace,classification,149,1,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,10,10,5,0.8181818181818182,1
bace,classification,149,1,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,13,10,9,0.7692307692307693,1
bace,classification,149,1,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,5,8,2,0.3,0
bace,classification,149,1,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,13,18,7,0.7222222222222222,1
bace,classification,149,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,24,22,18,0.9166666666666666,1
bace,classification,149,2,4,0.005,retrospective working threshold with sensitivity grid,0.012070333157059746,0,1,1,1,1,1.0,1
bace,classification,149,2,4,0.01,retrospective working threshold with sensitivity grid,0.007070333157059747,0,1,1,2,1,0.5,1
bace,classification,149,2,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,2,3,2,0.6666666666666666,1
bace,classification,149,2,8,0.005,retrospective working threshold with sensitivity grid,0.0014833421470121832,0,0,2,4,2,0.5,1
bace,classification,149,2,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,4,4,0.75,1
bace,classification,149,2,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,5,0.8,1
bace,classification,149,2,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,6,3,0.6666666666666666,1
bace,classification,149,2,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,10,5,0.4,1
bace,classification,149,2,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,8,10,10,0.8,1
bace,classification,149,2,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,8,3,0.5,1
bace,classification,149,2,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,18,8,0.2222222222222222,1
bace,classification,149,2,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,14,22,22,0.6363636363636364,1
bace,classification,149,3,4,0.005,retrospective working threshold with sensitivity grid,0.015141101502048174,0,1,1,1,1,1.0,1
bace,classification,149,3,4,0.01,retrospective working threshold with sensitivity grid,0.010141101502048175,0,1,1,2,1,0.5,1
bace,classification,149,3,4,0.02,retrospective working threshold with sensitivity grid,0.00014110150204817498,0,1,2,3,3,0.6666666666666666,1
bace,classification,149,3,8,0.005,retrospective working threshold with sensitivity grid,0.009360491579426315,0,0,4,4,2,1.0,1
bace,classification,149,3,8,0.01,retrospective working threshold with sensitivity grid,0.004360491579426315,0,0,4,4,3,1.0,1
bace,classification,149,3,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,5,0.8,1
bace,classification,149,3,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,8,6,4,0.75,1
bace,classification,149,3,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,8,10,6,0.8,1
bace,classification,149,3,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,10,10,10,1.0,1
bace,classification,149,3,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,8,8,8,0.6,1
bace,classification,149,3,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,11,18,12,0.6111111111111112,1
bace,classification,149,3,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,20,22,20,0.9090909090909091,1
bbbp,classification,11,1,4,0.005,retrospective working threshold with sensitivity grid,0.001770628576420634,0,1,1,1,1,1.0,1
bbbp,classification,11,1,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,2,1,1,0.5,1
bbbp,classification,11,1,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,1,1,0.3333333333333333,1
bbbp,classification,11,1,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,1,3,2,0.3333333333333333,1
bbbp,classification,11,1,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,2,4,3,0.5,1
bbbp,classification,11,1,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
bbbp,classification,11,1,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,4,2,3,0.5,1
bbbp,classification,11,1,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,6,6,0.6666666666666666,1
bbbp,classification,11,1,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,7,9,9,0.7777777777777778,1
bbbp,classification,11,1,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,4,2,3,0.5,1
bbbp,classification,11,1,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,6,7,0.6666666666666666,1
bbbp,classification,11,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,12,16,17,0.6470588235294118,1
bbbp,classification,11,2,4,0.005,retrospective working threshold with sensitivity grid,0.04227820146847872,0,1,1,1,1,1.0,1
bbbp,classification,11,2,4,0.01,retrospective working threshold with sensitivity grid,0.03727820146847872,0,1,1,1,1,1.0,1
bbbp,classification,11,2,4,0.02,retrospective working threshold with sensitivity grid,0.02727820146847872,0,1,1,1,2,1.0,1
bbbp,classification,11,2,8,0.005,retrospective working threshold with sensitivity grid,0.019327893996847093,0,0,4,3,1,0.75,0
bbbp,classification,11,2,8,0.01,retrospective working threshold with sensitivity grid,0.014327893996847094,0,0,4,4,3,1.0,1
bbbp,classification,11,2,8,0.02,retrospective working threshold with sensitivity grid,0.004327893996847094,0,1,5,4,4,0.8,1
bbbp,classification,11,2,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,2,2,0.3333333333333333,1
bbbp,classification,11,2,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,4,0.625,1
bbbp,classification,11,2,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,10,9,6,0.7272727272727273,1
bbbp,classification,11,2,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,2,2,0.3333333333333333,1
